incident_id,fecha,anio,mes,dia,hora,minuto,dia_semana,tipo,prioridad,prioridad_base_tipo,latitud,longitud,dist_hermelinda_km,dist_sanchez_carrion_km,dist_parque_industrial_km,dist_cesar_vallejo_km,hora_bin,hora_sin,hora_cos,dia_semana_sin,dia_semana_cos,mes_sin,mes_cos,es_fin_de_semana,lat_bin,lng_bin,hotspot_cercano,dist_hotspot_mas_cercano_km,tipo_encoded,tipo_Estafa,tipo_Extorsión,tipo_Hurto,tipo_Otros,tipo_Robo,tipo_Secuestro,tipo_Violencia contra la mujer e integrantes,hotspot_encoded,prioridad_encoded
29377,2025-01-10 03:55:00,2025,1,10,3,55,4,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.051099912405405,-79.0092530464654,1.0474953430992764,2.8631324975689245,0.8247097721609296,4.495106498501731,1,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,-8.05,-79.01,Parque Industrial,0.8247097721609296,6,0,0,0,0,0,0,1,2,0
26909,2024-05-20 01:51:00,2024,5,20,1,51,0,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.023224129593759,-78.97622379560464,3.745468239687676,2.0395015367208016,5.519857664616425,0.6823917040053836,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.49999999999999994,-0.8660254037844387,0,-8.02,-78.98,Cesar Vallejo,0.6823917040053836,6,0,0,0,0,0,0,1,0,0
16487,2022-01-14 14:55:00,2022,1,14,14,55,4,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.06453884023829,-79.01376779617027,2.573179515900626,4.374501975126048,0.75268436222015,5.9725941180790425,4,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,-8.06,-79.01,Parque Industrial,0.75268436222015,6,0,0,0,0,0,0,1,2,0
24282,2023-11-18 19:56:00,2023,11,18,19,56,5,Otros,MEDIA,BAJA,-8.049323401503496,-79.01334283221051,1.283406722079064,3.027856754876564,0.9760556534667264,4.67203175350714,6,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,1,-8.05,-79.01,Parque Industrial,0.9760556534667264,3,0,0,0,1,0,0,0,2,1
12631,2020-12-23 18:50:00,2020,12,23,18,50,2,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.022747720542041,-78.97936921813418,3.5148281631435694,1.7591146911716649,5.3172341109035,0.3488182702688746,6,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0,-8.02,-78.98,Cesar Vallejo,0.3488182702688746,6,0,0,0,0,0,0,1,0,0
33264,2026-02-23 22:41:00,2026,2,23,22,41,0,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.043596068657695,-78.99971861125778,0.3640651675087881,1.583964787917484,2.0960974384195628,3.1810334228963875,7,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.8660254037844386,0.5000000000000001,0,-8.04,-79.0,Hermelinda,0.3640651675087881,6,0,0,0,0,0,0,1,1,0
28356,2024-10-09 22:39:00,2024,10,9,22,39,2,Hurto,BAJA,MEDIA,-8.040343707734223,-79.0002742972523,0.5053257716395787,1.3118468478782512,2.349717541618984,2.9453251851939224,7,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,-8.04,-79.0,Hermelinda,0.5053257716395787,2,0,0,1,0,0,0,0,1,2
25025,2024-01-16 13:52:00,2024,1,16,13,52,1,Otros,BAJA,BAJA,-8.071270154679274,-79.0110718302733,3.1598453547967478,4.899988378654792,1.4791079961288198,6.441345938451388,4,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,-8.07,-79.01,Parque Industrial,1.4791079961288198,3,0,0,0,1,0,0,0,2,2
22969,2023-07-21 21:39:00,2023,7,21,21,39,4,Violencia contra la mujer e integrantes,MEDIA,ALTA,-8.037944271673844,-79.00548741111545,0.7269290911965007,1.576899685094853,2.342533561381396,3.199639193385081,7,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,-8.04,-79.01,Hermelinda,0.7269290911965007,6,0,0,0,0,0,0,1,1,1
10379,2020-05-05 21:16:00,2020,5,5,21,16,1,Otros,BAJA,BAJA,-8.049033986857335,-79.01829708090189,1.774793643108063,3.432031620733495,1.2143398719373169,5.0683931066984895,7,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,-8.05,-79.02,Parque Industrial,1.2143398719373169,3,0,0,0,1,0,0,0,2,2
4690,2019-03-03 10:56:00,2019,3,3,10,56,6,Hurto,MEDIA,MEDIA,-8.041744459846905,-78.99148793981256,1.2920670585794714,1.2062730802656734,2.892642518165486,2.5322099440111687,3,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,1,-8.04,-78.99,Sanchez Carrion,1.2062730802656734,2,0,0,1,0,0,0,0,3,1
6563,2019-07-14 16:24:00,2019,7,14,16,24,6,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.035982476741712,-78.9996922898134,0.9630250953263692,0.921893159803464,2.798232386289756,2.563244147623653,5,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,-8.04,-79.0,Sanchez Carrion,0.921893159803464,6,0,0,0,0,0,0,1,3,0
19203,2022-09-23 06:20:00,2022,9,23,6,20,4,Otros,BAJA,BAJA,-8.05774965537805,-79.01329393434466,1.9031544856632103,3.7201684895662863,0.145152683769427,5.345103346529051,2,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0,-8.06,-79.01,Parque Industrial,0.145152683769427,3,0,0,0,1,0,0,0,2,2
3220,2018-11-24 09:38:00,2018,11,24,9,38,5,Hurto,MEDIA,MEDIA,-8.050294575954023,-78.99804685440274,0.8872948336911934,2.2162492349155425,1.7589967722025277,3.705714812410552,3,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,1,-8.05,-79.0,Hermelinda,0.8872948336911934,2,0,0,1,0,0,0,0,1,1
21454,2023-04-24 13:58:00,2023,4,24,13,58,0,Extorsión,ALTA,ALTA,-8.030662378974583,-78.99189425388107,1.9221566365843965,0.1274042810888727,3.760411678112352,1.5300901710220536,4,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,-8.03,-78.99,Sanchez Carrion,0.1274042810888727,1,0,1,0,0,0,0,0,3,0
14442,2021-06-08 13:37:00,2021,6,8,13,37,1,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.030622020642546,-78.98814336628695,2.2110043421876915,0.5363861462004474,4.02081119867867,1.2658092025253362,4,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,-8.03,-78.99,Sanchez Carrion,0.5363861462004474,6,0,0,0,0,0,0,1,3,0
12241,2020-11-17 06:40:00,2020,11,17,6,40,1,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.028235860653343,-78.99380638460029,2.024171639684519,0.3199253063881599,3.868611081794069,1.528806844587541,2,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,-8.03,-78.99,Sanchez Carrion,0.3199253063881599,6,0,0,0,0,0,0,1,3,0
3068,2018-10-24 21:33:00,2018,10,24,21,33,2,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.03445489567339,-79.00160633181247,1.072401939677753,1.0225031866294636,2.8572634270170862,2.6265207621446933,7,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,-8.03,-79.0,Sanchez Carrion,1.0225031866294636,6,0,0,0,0,0,0,1,3,0
19696,2022-10-24 15:55:00,2022,10,24,15,55,0,Robo,ALTA,ALTA,-8.040013534626185,-79.01043008259126,0.9304401362615796,2.165062818394712,2.0074588222899394,3.777371604116396,5,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,-8.04,-79.01,Hermelinda,0.9304401362615796,4,0,0,0,0,1,0,0,1,0
26265,2024-04-28 18:24:00,2024,4,28,18,24,6,Otros,MEDIA,BAJA,-8.03178838461202,-78.99555814225177,1.5859296613982905,0.2949894381944876,3.4310234988328,1.9151000711704265,6,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,1,-8.03,-79.0,Sanchez Carrion,0.2949894381944876,3,0,0,0,1,0,0,0,3,1
7982,2019-11-16 00:34:00,2019,11,16,0,34,5,Otros,MEDIA,BAJA,-8.038432422901684,-78.99940317117978,0.7349129905548158,1.0863038805640068,2.580248872808286,2.725636966327422,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,1,-8.04,-79.0,Hermelinda,0.7349129905548158,3,0,0,0,1,0,0,0,1,1
21863,2023-05-17 12:22:00,2023,5,17,12,22,2,Extorsión,ALTA,ALTA,-8.034368386674856,-79.00896283532168,1.256197506172757,1.7970369629627625,2.6489068040868347,3.3201136651728684,4,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,-8.03,-79.01,Hermelinda,1.256197506172757,1,0,1,0,0,0,0,0,1,0
2266,2018-08-23 13:02:00,2018,8,23,13,2,3,Otros,MEDIA,BAJA,-8.035337804182314,-79.01131664366213,1.328987644710559,2.073610972202586,2.521044141435985,3.600165525528872,4,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,0,-8.04,-79.01,Hermelinda,1.328987644710559,3,0,0,0,1,0,0,0,1,1
10925,2020-07-09 17:59:00,2020,7,9,17,59,3,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.037239983960525,-79.0049276077821,0.7810665297294134,1.485300437481469,2.4362011239325394,3.103825914280265,5,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,-8.04,-79.0,Hermelinda,0.7810665297294134,6,0,0,0,0,0,0,1,1,0
8282,2019-12-31 16:55:00,2019,12,31,16,55,1,Hurto,MEDIA,MEDIA,-8.038793226378834,-79.00774308159626,0.7796903784508692,1.8400869458311,2.186518332263867,3.4566666691607595,5,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,-8.04,-79.01,Hermelinda,0.7796903784508692,2,0,0,1,0,0,0,0,1,1
31962,2025-09-04 21:44:00,2025,9,4,21,44,3,Otros,BAJA,BAJA,-8.017505349028658,-78.98254377253927,3.708407614267749,1.89132025802496,5.549197367595726,0.3931730486384193,7,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,-8.02,-78.98,Cesar Vallejo,0.3931730486384193,3,0,0,0,1,0,0,0,0,2
30539,2025-05-18 20:21:00,2025,5,18,20,21,6,Extorsión,MEDIA,ALTA,-8.034936350096814,-79.00088650560572,1.0343473687199176,0.9724136885358274,2.841507396855815,2.593405385105568,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,1,-8.03,-79.0,Sanchez Carrion,0.9724136885358274,1,0,1,0,0,0,0,0,3,1
7095,2019-09-20 02:33:00,2019,9,20,2,33,4,Hurto,ALTA,MEDIA,-8.014315196351525,-78.98022089898296,4.145575445301505,2.328484374932529,5.986518506351418,0.768695794336593,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0,-8.01,-78.98,Cesar Vallejo,0.768695794336593,2,0,0,1,0,0,0,0,0,0
26740,2024-05-18 00:38:00,2024,5,18,0,38,5,Otros,BAJA,BAJA,-8.04870924820347,-79.00630723642897,0.6378027900504749,2.454452740742512,1.2083444458206467,4.081173112464446,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,1,-8.05,-79.01,Hermelinda,0.6378027900504749,3,0,0,0,1,0,0,0,1,2
29718,2025-02-22 22:22:00,2025,2,22,22,22,5,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.020503191245414,-78.98342891244997,3.3867007038487373,1.5725456027567228,5.223028219542345,0.1667500519397297,7,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1,-8.02,-78.98,Cesar Vallejo,0.1667500519397297,6,0,0,0,0,0,0,1,0,0
1960,2018-07-02 19:12:00,2018,7,2,19,12,0,Otros,BAJA,BAJA,-8.053660562506845,-79.00891280484775,1.2560712090618404,3.068984293943529,0.5902169737541315,4.687168812108504,6,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,-8.05,-79.01,Parque Industrial,0.5902169737541315,3,0,0,0,1,0,0,0,2,2
30632,2025-05-30 21:07:00,2025,5,30,21,7,4,Otros,BAJA,BAJA,-8.0166522440841,-78.97786393495151,4.111794298584603,2.3071132824569838,5.938400190545687,0.6641708963513636,7,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,-8.02,-78.98,Cesar Vallejo,0.6641708963513636,3,0,0,0,1,0,0,0,0,2
22340,2023-06-13 08:38:00,2023,6,13,8,38,1,Otros,BAJA,BAJA,-8.04585963805465,-79.00178096137805,0.2465220147915784,1.9143826132809731,1.7573311451384983,3.519185198371773,2,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,-8.05,-79.0,Hermelinda,0.2465220147915784,3,0,0,0,1,0,0,0,1,2
7256,2019-09-06 11:50:00,2019,9,6,11,50,4,Robo,ALTA,ALTA,-8.03571844507903,-79.0026395229822,0.921721795491068,1.1839487075695032,2.6833925778807424,2.800508302522083,3,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0,-8.04,-79.0,Hermelinda,0.921721795491068,4,0,0,0,0,1,0,0,1,0
18079,2022-06-10 04:18:00,2022,6,10,4,18,4,Hurto,ALTA,MEDIA,-8.05966652440222,-79.02007926484018,2.563322353543993,4.364585277174395,0.908599123593776,6.005311101900436,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,-8.06,-79.02,Parque Industrial,0.908599123593776,2,0,0,1,0,0,0,0,2,0
20659,2023-01-04 05:49:00,2023,1,4,5,49,2,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.04392670450742,-78.9925970310254,1.1454050196519094,1.4380685525429242,2.6480932419629104,2.803652071627154,1,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,-8.04,-78.99,Hermelinda,1.1454050196519094,6,0,0,0,0,0,0,1,1,0
15146,2021-09-30 08:58:00,2021,9,30,8,58,3,Hurto,MEDIA,MEDIA,-8.031268827582988,-78.99128503151233,1.9151372467288883,0.1911769327509914,3.746562202521102,1.5326353112003768,2,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,-8.03,-78.99,Sanchez Carrion,0.1911769327509914,2,0,0,1,0,0,0,0,3,1
29248,2025-01-08 13:01:00,2025,1,8,13,1,2,Otros,BAJA,BAJA,-8.042330314455828,-78.99836655025523,0.5428818616442002,1.39155005026745,2.2997864708070583,2.978731522343354,4,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,-8.04,-79.0,Hermelinda,0.5428818616442002,3,0,0,0,1,0,0,0,1,2
24359,2023-11-30 01:51:00,2023,11,30,1,51,3,Robo,ALTA,ALTA,-8.02827152180247,-78.98518636221789,2.6278471432622084,0.9122475762283998,4.43203242992017,0.8813913065441218,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,-8.03,-78.99,Cesar Vallejo,0.8813913065441218,4,0,0,0,0,1,0,0,0,0
28976,2024-12-17 21:49:00,2024,12,17,21,49,1,Robo,ALTA,ALTA,-8.034403218682487,-78.99144125379699,1.660828509222363,0.4155201776315398,3.465268736982401,1.8170936262129829,7,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,-8.03,-78.99,Sanchez Carrion,0.4155201776315398,4,0,0,0,0,1,0,0,3,0
27577,2024-07-14 16:40:00,2024,7,14,16,40,6,Otros,MEDIA,BAJA,-8.021065722893743,-78.97974950368467,3.613426545035617,1.829968317994409,5.429104410562115,0.2479033580566483,5,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,-8.02,-78.98,Cesar Vallejo,0.2479033580566483,3,0,0,0,1,0,0,0,0,1
1332,2018-05-21 20:23:00,2018,5,21,20,23,0,Otros,BAJA,BAJA,-8.051339075304703,-79.0143957463705,1.496717818453282,3.265608297439164,0.7862262368887816,4.909521346450475,6,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,-0.8660254037844387,0,-8.05,-79.01,Parque Industrial,0.7862262368887816,3,0,0,0,1,0,0,0,2,2
22236,2023-06-03 22:09:00,2023,6,3,22,9,5,Hurto,MEDIA,MEDIA,-8.04829759256019,-79.00178592409688,0.4962135640150271,2.152962527475949,1.5583823686934395,3.736204572170197,7,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,1,-8.05,-79.0,Hermelinda,0.4962135640150271,2,0,0,1,0,0,0,0,1,1
16431,2022-01-25 21:34:00,2022,1,25,21,34,1,Otros,BAJA,BAJA,-8.027028443449913,-78.98546593519953,2.699701069144791,0.9397650427990916,4.516092031783712,0.77134960822371,7,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,-8.03,-78.99,Cesar Vallejo,0.77134960822371,3,0,0,0,1,0,0,0,0,2
2287,2018-08-29 10:03:00,2018,8,29,10,3,2,Otros,BAJA,BAJA,-8.04546297550313,-79.00635555291922,0.4036775808674687,2.1791388103742864,1.5262965556093882,3.8197447254071615,3,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,0,-8.05,-79.01,Hermelinda,0.4036775808674687,3,0,0,0,1,0,0,0,1,2
31738,2025-08-21 07:20:00,2025,8,21,7,20,3,Otros,BAJA,BAJA,-8.013936645160438,-78.98579305436787,3.842437414547638,2.0566146820303994,5.686140739883819,0.8895480407418448,2,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,0,-8.01,-78.99,Cesar Vallejo,0.8895480407418448,3,0,0,0,1,0,0,0,0,2
27018,2024-06-19 20:13:00,2024,6,19,20,13,2,Extorsión,ALTA,ALTA,-8.026461378148063,-78.99499377773968,2.140178573522497,0.5503496522118663,3.975487764468249,1.5542463705031198,6,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,-8.03,-78.99,Sanchez Carrion,0.5503496522118663,1,0,1,0,0,0,0,0,3,0
1292,2018-05-16 10:11:00,2018,5,16,10,11,2,Hurto,ALTA,MEDIA,-8.052173496879206,-78.99055329163114,1.6443694977802052,2.3697467696429406,2.448506413264369,3.5919847311196693,3,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,-8.05,-78.99,Hermelinda,1.6443694977802052,2,0,0,1,0,0,0,0,1,0
25211,2024-02-23 21:34:00,2024,2,23,21,34,4,Extorsión,ALTA,ALTA,-8.03740605597032,-78.99416806964427,1.2178607671803592,0.7238378736280705,3.016347873069078,2.2633888289762183,7,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,-8.04,-78.99,Sanchez Carrion,0.7238378736280705,1,0,1,0,0,0,0,0,3,0
24506,2023-12-06 07:12:00,2023,12,6,7,12,2,Extorsión,ALTA,ALTA,-8.055612406113543,-79.01030688560255,1.5213465027497033,3.334799887553258,0.3243945093828964,4.95239570306385,2,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0,-8.06,-79.01,Parque Industrial,0.3243945093828964,1,0,1,0,0,0,0,0,2,0
32283,2025-10-26 08:06:00,2025,10,26,8,6,6,Otros,BAJA,BAJA,-8.05150006529612,-79.00718207909651,0.9526360382135286,2.7630278785372435,0.8965219819248665,4.380568618788086,2,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,-8.05,-79.01,Parque Industrial,0.8965219819248665,3,0,0,0,1,0,0,0,2,2
29955,2025-03-04 18:57:00,2025,3,4,18,57,1,Otros,BAJA,BAJA,-8.02954460989993,-78.9900691297986,2.147235344684222,0.3610074114488432,3.980180246052949,1.3008007384255555,6,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,-8.03,-78.99,Sanchez Carrion,0.3610074114488432,3,0,0,0,1,0,0,0,3,2
5437,2019-04-21 20:29:00,2019,4,21,20,29,6,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.062263931458032,-78.99639554086824,2.157107138958906,3.4964345924840243,1.7822198056039162,4.854378926464785,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,1,-8.06,-79.0,Parque Industrial,1.7822198056039162,6,0,0,0,0,0,0,1,2,0
16898,2022-03-02 18:25:00,2022,3,2,18,25,2,Extorsión,ALTA,ALTA,-8.070204582327685,-79.00364625919693,2.914685189881374,4.514184087281412,1.6393750321020877,5.967835680205939,6,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0,-8.07,-79.0,Parque Industrial,1.6393750321020877,1,0,1,0,0,0,0,0,2,0
13554,2021-03-18 08:31:00,2021,3,18,8,31,3,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.044765310748108,-78.99128254441781,1.2929044467488604,1.5422690731775313,2.714500339937164,2.8333397076438014,2,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,-8.04,-78.99,Hermelinda,1.2929044467488604,6,0,0,0,0,0,0,1,1,0
